,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
547,Kammanahalli,2845.0,5,1,140.0,5,4920.91388400703
549,Hennur Road,1317.0,2,0,63.77,2,4842.06529992407
550,Hebbal,3450.0,5,2,260.0,3,7536.231884057971
551,Munnekollal,1102.0,2,2,53.67,2,4870.235934664247
552,Yelahanka,1350.0,2,2,54.0,2,4000.0
554,Hosa Road,1300.0,6,0,145.0,6,11153.846153846154
555,other,1800.0,1,1,80.0,2,4444.444444444444
556,other,950.0,2,1,40.0,2,4210.526315789473
557,Kanakpura Road,525.0,1,1,27.25,1,5190.476190476191
558,Attibele,656.0,2,1,25.0,2,3810.9756097560976
559,Marathahalli,1780.0,4,3,175.0,4,9831.460674157302
560,other,1056.0,2,1,80.0,2,7575.757575757576
561,Bannerghatta Road,595.0,1,1,33.32,1,5600.0
562,other,1080.0,2,2,50.0,2,4629.62962962963
563,7th Phase JP Nagar,2225.0,3,1,160.0,3,7191.011235955056
565,Electronics City Phase 1,1490.0,3,1,84.0,3,5637.583892617449
567,Sarjapur  Road,1550.0,3,3,100.0,3,6451.612903225807
569,other,1160.0,2,1,55.0,2,4741.379310344828
570,Whitefield,4144.0,4,3,315.0,4,7601.351351351352
571,Sarjapur  Road,2100.0,3,2,125.0,3,5952.380952380952
572,Vittasandra,1404.0,2,1,69.3,2,4935.897435897436
573,Sarjapur  Road,2230.0,4,3,225.0,4,10089.686098654709
574,other,1544.0,3,2,120.0,3,7772.020725388601
575,Banashankari Stage III,1305.0,2,1,58.7,3,4498.08429118774
576,Marathahalli,1230.0,2,2,80.0,2,6504.065040650406
577,other,1200.0,2,0,65.0,2,5416.666666666667
578,Harlur,1460.0,3,1,73.0,3,5000.0
580,Gottigere,967.0,2,3,45.0,2,4653.567735263702
581,other,540.0,1,1,36.0,1,6666.666666666667
582,Hormavu,715.0,1,2,46.0,1,6433.566433566433
584,other,1578.0,3,1,180.0,3,11406.84410646388
585,Mysore Road,1020.0,2,1,48.95,2,4799.019607843137
586,Jigani,1020.0,2,1,40.0,2,3921.5686274509803
587,Koramangala,1253.0,2,1,102.0,2,8140.462889066241
588,other,1180.0,2,2,42.0,2,3559.322033898305
589,Nehru Nagar,961.0,2,2,38.0,2,3954.2143600416234
590,Kanakapura,1419.0,3,3,75.0,3,5285.412262156448
591,Harlur,1709.0,3,2,150.0,3,8777.062609713283
592,other,1600.0,2,0,115.0,2,7187.5
593,other,416.0,1,1,18.5,1,4447.115384615385
594,Sanjay nagar,1100.0,2,2,98.0,2,8909.09090909091
595,HSR Layout,1430.0,2,1,65.0,3,4545.454545454545
596,other,1260.0,2,2,45.0,2,3571.4285714285716
597,other,1630.0,3,2,85.0,3,5214.7239263803685
598,Sarjapur  Road,1249.0,3,2,44.71,3,3579.663730984788
599,Kalena Agrahara,1450.0,2,3,85.0,3,5862.068965517241
600,Konanakunte,2791.0,3,1,223.0,3,7989.967753493372
602,other,834.0,1,1,60.0,1,7194.244604316546
603,other,1125.0,4,1,70.0,3,6222.222222222223
604,Arekere,2060.0,3,2,140.0,3,6796.116504854369
607,Raja Rajeshwari Nagar,1133.0,2,1,49.07,2,4330.979699911739
609,other,3000.0,5,2,260.0,4,8666.666666666666
611,Vidyaranyapura,1200.0,2,2,55.0,2,4583.333333333333
612,Thanisandra,1075.0,2,2,45.8,2,4260.46511627907
613,Kaggadasapura,1140.0,2,2,40.0,2,3508.7719298245615
615,other,2160.0,5,1,250.0,6,11574.074074074075
616,Raja Rajeshwari Nagar,1090.0,2,1,42.0,2,3853.211009174312
617,R.T. Nagar,1500.0,4,1,70.0,4,4666.666666666667
618,Whitefield,4104.0,4,2,360.0,4,8771.929824561403
619,Whitefield,1790.0,3,2,100.0,3,5586.592178770949
620,Hebbal,1920.0,3,2,134.0,3,6979.166666666667
621,HRBR Layout,1374.0,2,2,95.0,2,6914.1193595342065
622,Bannerghatta Road,1445.0,3,2,95.0,3,6574.39446366782
623,Kanakapura,711.0,1,1,36.0,1,5063.291139240507
624,Tumkur Road,1500.0,3,3,95.0,3,6333.333333333333
625,Whitefield,1720.0,3,3,100.0,3,5813.953488372093
626,other,1400.0,3,2,60.0,3,4285.714285714285
627,Kundalahalli,1030.0,2,2,49.0,2,4757.281553398058
628,Mysore Road,1200.0,2,1,85.0,2,7083.333333333333
629,other,1375.0,3,2,70.0,3,5090.909090909091
630,Hegde Nagar,1050.0,1,1,56.0,2,5333.333333333333
631,Jalahalli,2250.0,3,2,160.0,3,7111.111111111111
632,Bellandur,1000.0,2,2,50.0,2,5000.0
633,other,469.0,1,0,25.0,1,5330.490405117271
634,Marathahalli,3800.0,4,3,250.0,4,6578.9473684210525
636,GM Palaya,1820.0,2,3,86.0,3,4725.274725274725
637,Singasandra,1440.0,2,3,65.0,3,4513.888888888889
638,other,3600.0,4,1,160.0,6,4444.444444444444
640,Mahadevpura,1225.0,2,2,48.0,2,3918.3673469387754
642,Chikkalasandra,875.0,2,3,52.8,2,6034.285714285715
643,Jalahalli East,750.0,1,2,40.0,1,5333.333333333333
644,6th Phase JP Nagar,1180.0,2,3,80.0,2,6779.661016949152
645,Haralur Road,1194.0,2,2,47.0,2,3936.348408710218
646,Hennur Road,1500.0,2,2,62.0,3,4133.333333333333
647,other,1160.0,2,2,52.2,2,4500.0
649,Hosakerehalli,2378.0,3,1,262.0,3,11017.661900756939
650,Sarjapur,1128.0,2,1,60.0,2,5319.148936170212
651,Hebbal,1500.0,3,1,150.0,3,10000.0
653,Sarjapur  Road,1210.0,2,2,58.0,2,4793.388429752066
654,Kanakpura Road,1100.0,2,1,58.0,3,5272.727272727273
655,Bommasandra,1200.0,3,2,46.0,3,3833.3333333333335
656,Haralur Road,3385.0,5,3,260.0,4,7680.945347119646
657,other,1641.0,3,2,66.0,3,4021.9378427787933
658,Horamavu Agara,1200.0,2,1,45.0,2,3750.0
659,Raja Rajeshwari Nagar,1260.0,2,1,67.39,2,5348.412698412699
660,Mahadevpura,1720.0,3,3,78.0,3,4534.883720930233
661,Yelahanka,1132.0,2,0,48.13,2,4251.766784452297
662,Yelahanka,1210.0,2,1,45.98,2,3800.0
663,Indira Nagar,2200.0,4,2,200.0,4,9090.90909090909
664,Bisuvanahalli,1075.0,2,1,45.0,3,4186.046511627907
665,Thanisandra,1702.0,3,2,130.0,3,7638.07285546416
668,other,2072.0,3,2,108.0,3,5212.355212355213
669,JP Nagar,5520.0,5,4,375.0,5,6793.478260869565
670,other,1200.0,2,0,70.0,3,5833.333333333333
671,other,1350.0,3,0,77.0,3,5703.7037037037035
672,other,4046.0,4,0,445.0,4,10998.517053880376
673,other,1180.0,2,2,78.34,3,6638.983050847458
675,other,1355.0,2,2,115.0,2,8487.084870848708
676,other,600.0,1,0,50.0,1,8333.333333333334
678,Bannerghatta Road,1640.0,2,1,120.0,3,7317.073170731707
679,other,1200.0,5,0,100.0,5,8333.333333333334
680,Kodichikkanahalli,1190.0,2,2,57.0,3,4789.915966386555
682,Marathahalli,1019.0,2,2,49.85,2,4892.051030421982
683,other,1875.0,3,2,165.0,3,8800.0
686,Whitefield,1140.0,2,1,56.0,2,4912.2807017543855
687,Lingadheeranahalli,1683.0,3,1,109.0,3,6476.5300059417705
688,Kaggadasapura,1515.0,3,2,83.3,3,5498.349834983498
689,Hoodi,2118.0,4,2,111.0,4,5240.793201133144
690,Bannerghatta Road,1380.0,3,0,58.0,4,4202.898550724638
691,other,1083.0,2,2,61.75,2,5701.754385964912
692,other,600.0,2,1,55.0,2,9166.666666666666
693,other,2300.0,3,3,120.0,3,5217.391304347826
694,other,1240.0,2,2,60.0,2,4838.709677419355
695,other,1750.0,3,1,120.0,3,6857.142857142857
696,other,1230.0,2,1,43.48,2,3534.959349593496
697,other,1500.0,3,1,139.0,3,9266.666666666666
698,Abbigere,985.0,2,1,40.39,2,4100.507614213198
699,Tindlu,1500.0,2,1,87.0,3,5800.0
701,other,950.0,2,1,44.0,2,4631.578947368421
702,JP Nagar,5600.0,5,4,548.5,5,9794.642857142857
703,Kothanur,1580.0,3,3,76.0,3,4810.126582278481
704,other,1092.0,2,1,98.5,3,9020.14652014652
706,Hennur Road,2264.0,3,1,159.0,3,7022.968197879859
709,other,1045.0,2,0,45.0,2,4306.2200956937795
710,Hebbal,1337.0,2,1,82.0,2,6133.1338818249815
712,Koramangala,1580.0,3,2,160.0,3,10126.582278481013
713,Begur Road,1500.0,2,3,54.0,3,3600.0
714,Whitefield,1640.0,4,2,91.0,3,5548.780487804878
715,other,1570.0,3,2,62.0,3,3949.044585987261
716,Gubbalala,1470.0,2,2,82.0,3,5578.231292517007
717,Kengeri,1160.0,2,2,40.61,2,3500.862068965517
718,7th Phase JP Nagar,1050.0,2,1,71.0,2,6761.9047619047615
720,Bannerghatta Road,1460.0,2,1,90.0,3,6164.3835616438355
721,Hulimavu,1823.0,3,2,100.0,3,5485.463521667581
722,Electronic City,1094.0,2,2,42.0,2,3839.1224862888484
723,Budigere,1153.0,2,2,57.0,2,4943.625325238509
724,other,1325.0,3,1,57.0,3,4301.88679245283
725,Parappana Agrahara,1200.0,3,2,85.0,4,7083.333333333333
726,Jakkur,1590.0,2,2,125.0,3,7861.635220125786
729,other,1202.0,2,1,48.0,2,3993.3444259567386
730,Haralur Road,1202.0,2,1,53.0,2,4409.317803660566
731,other,1200.0,2,3,62.5,2,5208.333333333333
732,Panathur,1688.0,3,1,118.0,3,6990.521327014218
733,Kaval Byrasandra,1020.0,2,1,52.0,2,5098.0392156862745
734,Sarjapur,1185.0,2,2,47.0,2,3966.2447257383965
735,Ramagondanahalli,1235.0,2,1,52.04,2,4213.765182186235
738,Kengeri Satellite Town,1415.0,2,3,66.0,3,4664.310954063604
739,EPIP Zone,2330.0,3,2,162.0,3,6952.789699570815
740,Whitefield,805.0,2,2,35.0,2,4347.826086956522
741,other,425.0,1,0,20.03,1,4712.941176470588
742,Whitefield,1155.0,2,3,59.95,2,5190.476190476191
745,other,1100.0,2,0,48.0,2,4363.636363636364
746,Mahadevpura,1150.0,2,3,52.0,2,4521.739130434783
747,other,600.0,1,1,60.0,1,10000.0
748,other,1468.0,2,1,140.0,2,9536.784741144415
750,Whitefield,2280.0,4,2,126.0,3,5526.315789473684
751,Hegde Nagar,1341.0,2,1,97.0,2,7233.407904548844
752,Jakkur,1279.0,2,1,77.0,2,6020.3283815480845
753,Electronic City Phase II,2225.0,4,0,98.88,4,4444.044943820225
754,Thanisandra,1185.0,2,2,43.51,2,3671.7299578059074
755,other,1750.0,3,2,85.0,3,4857.142857142857
756,Kudlu,1152.0,2,1,53.5,2,4644.097222222223
759,other,2760.0,4,2,155.0,4,5615.942028985507
760,5th Phase JP Nagar,1070.0,2,2,39.0,2,3644.8598130841124
761,Uttarahalli,1101.0,2,0,45.0,2,4087.193460490463
762,other,775.0,2,1,55.0,2,7096.774193548387
763,Yeshwanthpur,667.0,1,1,36.85,1,5524.737631184408
764,Electronic City,1070.0,2,1,55.0,2,5140.186915887851
765,Old Airport Road,1875.0,2,2,110.0,3,5866.666666666667
766,Kundalahalli,735.0,2,1,57.99,2,7889.7959183673465
768,Koramangala,1750.0,3,2,130.0,3,7428.571428571428
769,Marathahalli,1215.0,2,1,67.0,2,5514.40329218107
771,other,820.0,2,1,30.0,2,3658.5365853658536
772,other,1177.0,2,0,59.935,2,5092.183517417162
773,Battarahalli,1779.0,3,2,89.61,3,5037.099494097808
774,other,1105.0,2,2,58.0,2,5248.868778280543
776,Whitefield,1650.0,3,2,60.0,3,3636.3636363636365
777,Jalahalli,1694.0,2,2,150.0,2,8854.78158205431
778,Hosakerehalli,2376.0,3,1,203.0,3,8543.771043771043
779,other,1975.0,3,3,150.0,3,7594.93670886076
780,Kammasandra,674.0,2,1,33.0,2,4896.142433234421
782,Thanisandra,445.0,1,0,28.0,1,6292.134831460674
783,other,900.0,7,5,76.0,6,8444.444444444445
784,HSR Layout,1475.0,3,2,75.0,3,5084.745762711865
785,Gottigere,1618.0,3,3,82.5,3,5098.887515451174
786,Koramangala,1120.0,2,0,65.0,2,5803.571428571428
787,Marathahalli,2181.0,3,2,152.0,4,6969.280146721688
788,Vidyaranyapura,1200.0,4,0,90.0,4,7500.0
789,other,600.0,4,3,65.0,6,10833.333333333334
790,Bannerghatta Road,1556.0,2,1,59.13,3,3800.1285347043704
791,Bannerghatta Road,1179.0,2,1,66.02,2,5599.660729431722
792,Thanisandra,1296.0,2,2,83.0,2,6404.320987654321
793,Kaggadasapura,1275.0,2,2,52.0,2,4078.4313725490197
795,Kathriguppe,1400.0,2,2,77.0,3,5500.0
796,Gottigere,1222.0,2,1,63.0,2,5155.482815057283
797,Electronic City,940.0,2,1,41.0,2,4361.702127659574
798,Thanisandra,1185.0,2,2,42.6,2,3594.9367088607596
799,Tumkur Road,1779.0,3,2,112.0,3,6295.6717256885895
800,Begur Road,1615.0,3,2,59.76,3,3700.30959752322
801,JP Nagar,4624.0,4,3,453.0,4,9796.712802768167
802,Haralur Road,1056.0,2,1,61.0,2,5776.515151515152
803,7th Phase JP Nagar,1100.0,2,0,46.0,2,4181.818181818182
804,Arekere,920.0,2,1,40.0,2,4347.826086956522
805,other,1602.0,2,0,75.0,3,4681.647940074907
806,Padmanabhanagar,1176.0,2,0,62.0,2,5272.108843537415
807,HBR Layout,675.0,3,1,59.0,4,8740.74074074074
808,other,1352.0,3,0,135.0,3,9985.207100591717
809,Kasavanhalli,1717.0,3,3,99.0,3,5765.87070471753
811,Bhoganhalli,2119.0,4,3,111.0,4,5238.319962246343
812,Vittasandra,1246.0,2,1,67.3,2,5401.284109149277
813,Anandapura,1141.0,2,1,42.79,2,3750.219106047327
814,Hennur Road,1157.0,2,1,84.0,2,7260.155574762316
816,Yelahanka New Town,650.0,1,2,33.0,1,5076.923076923077
817,Hebbal,1349.0,2,1,98.0,2,7264.6404744255005
818,Narayanapura,1566.0,3,1,83.3,3,5319.284802043423
819,Sahakara Nagar,2830.0,3,3,195.0,4,6890.459363957597
821,other,1780.0,3,1,84.83,3,4765.730337078651
823,Rachenahalli,3670.0,4,3,300.0,4,8174.386920980926
824,7th Phase JP Nagar,918.0,2,1,50.49,2,5500.0
825,Yeshwanthpur,1950.0,4,0,130.0,4,6666.666666666667
826,Panathur,1695.0,3,1,90.0,3,5309.734513274337
827,Yelahanka,1705.0,3,2,95.0,3,5571.847507331378
828,Kalyan nagar,1375.0,3,2,75.0,3,5454.545454545455
829,Kanakpura Road,525.0,1,1,30.0,1,5714.285714285715
830,Whitefield,1447.0,2,1,83.0,2,5736.005528680028
831,Thanisandra,1114.0,2,1,39.0,2,3500.8976660682224
832,7th Phase JP Nagar,1450.0,2,1,100.0,3,6896.551724137931
834,other,1022.0,2,2,40.0,2,3913.894324853229
835,Hebbal,1000.0,2,2,45.0,2,4500.0
836,Electronic City,1128.0,2,1,68.75,2,6094.858156028369
837,Kanakpura Road,1180.0,2,2,57.0,2,4830.5084745762715
838,TC Palaya,1000.0,6,1,69.0,6,6900.0
841,Kanakpura Road,1339.0,2,3,75.0,2,5601.194921583271
842,Yelachenahalli,1400.0,2,3,55.0,3,3928.5714285714284
843,7th Phase JP Nagar,1040.0,2,1,39.52,2,3800.0000000000005
844,Kadugodi,1198.0,2,2,58.0,2,4841.402337228715
845,other,1200.0,3,3,95.0,4,7916.666666666667
846,Sarjapur  Road,1691.0,3,2,113.0,3,6682.436428149024
849,8th Phase JP Nagar,1240.0,3,2,43.5,3,3508.064516129032
850,Bannerghatta Road,1122.0,2,0,58.935,2,5252.673796791444
851,Mallasandra,1665.0,3,2,86.58,3,5200.0
852,Marathahalli,2489.0,3,2,94.0,3,3776.6171153073524
853,Brookefield,1142.0,2,2,70.0,2,6129.5971978984235
854,other,1976.0,3,1,184.0,3,9311.74089068826
855,other,5500.0,4,3,600.0,4,10909.09090909091
856,Kothannur,1853.0,3,2,82.0,3,4425.256341068538
858,Kasturi Nagar,1567.0,2,2,92.0,2,5871.091257179323
860,Raja Rajeshwari Nagar,1200.0,4,2,125.0,6,10416.666666666666
862,Electronics City Phase 1,1175.0,2,2,51.47,2,4380.425531914893
863,Subramanyapura,1200.0,2,2,52.0,2,4333.333333333333
864,Kodichikkanahalli,995.0,2,1,41.0,2,4120.603015075377
865,Magadi Road,884.0,2,1,41.1,2,4649.321266968326
866,other,900.0,3,2,80.0,5,8888.888888888889
867,Yeshwanthpur,1170.0,2,2,57.0,2,4871.794871794872
868,KR Puram,1225.0,2,1,46.55,2,3800.0
869,Electronic City,1342.0,2,1,73.3,2,5461.997019374068
870,Uttarahalli,1345.0,2,1,67.0,2,4981.412639405205
871,Kodigehaali,1320.0,3,0,65.0,3,4924.242424242424
873,Raja Rajeshwari Nagar,1140.0,2,1,49.39,2,4332.456140350877
874,Battarahalli,1300.0,2,1,50.0,2,3846.153846153846
875,Hosa Road,1652.0,3,2,85.0,3,5145.2784503631965
876,Thigalarapalya,2072.0,4,2,142.0,3,6853.281853281854
877,Arekere,1740.0,2,2,95.0,3,5459.770114942528
878,Electronic City,1360.0,2,1,71.0,3,5220.588235294118
879,Hosur Road,1145.0,2,2,60.0,3,5240.174672489083
881,Sarjapur  Road,1278.0,2,2,95.0,2,7433.489827856025
882,Electronic City Phase II,630.0,1,1,40.0,1,6349.206349206349
883,Kanakpura Road,1100.0,3,2,58.0,3,5272.727272727273
884,other,1200.0,3,0,95.0,3,7916.666666666667
885,other,2500.0,6,2,115.0,7,4600.0
888,Hosur Road,3300.0,5,2,240.0,5,7272.727272727273
889,other,4500.0,5,1,415.0,5,9222.222222222223
890,Gunjur,1356.0,2,3,66.0,3,4867.256637168141
892,TC Palaya,1200.0,2,0,66.0,3,5500.0
893,Ramamurthy Nagar,1050.0,2,0,37.0,2,3523.809523809524
894,other,1180.0,2,1,69.0,2,5847.457627118644
895,Whitefield,1116.0,2,3,51.91,2,4651.433691756272
896,7th Phase JP Nagar,1070.0,2,1,42.79,2,3999.0654205607475
897,Varthur,1385.0,2,3,80.0,2,5776.173285198556
898,Varthur,1000.0,1,1,70.0,1,7000.0
899,Whitefield,1897.0,3,2,130.0,3,6852.925672113864
900,Magadi Road,1005.0,2,1,55.78,2,5550.248756218905
901,Green Glen Layout,1575.0,3,2,125.0,3,7936.507936507936
902,Subramanyapura,975.0,2,1,65.0,2,6666.666666666667
903,Hennur Road,1904.0,3,2,120.0,3,6302.5210084033615
905,Kanakpura Road,525.0,1,1,26.0,1,4952.380952380952
907,Electronic City Phase II,2400.0,3,1,150.0,2,6250.0
909,Sarjapur  Road,2238.0,3,1,140.0,3,6255.585344057194
910,Harlur,1174.0,2,1,69.0,2,5877.342419080068
911,Thubarahalli,3800.0,4,3,239.0,4,6289.473684210527
912,Whitefield,2225.0,2,1,125.0,3,5617.9775280898875
914,Jigani,918.0,2,2,52.0,2,5664.488017429194
915,Mahadevpura,1250.0,2,3,52.0,2,4160.0
916,Sarjapur  Road,1800.0,3,2,110.0,3,6111.111111111111
917,Marathahalli,1170.0,2,3,53.0,2,4529.91452991453
919,Bannerghatta Road,793.0,2,1,45.0,2,5674.653215636822
920,Jakkur,1710.0,3,2,107.0,3,6257.309941520468
921,Kambipura,1082.0,2,1,57.5,3,5314.232902033272
926,Horamavu Banaswadi,1554.0,3,2,55.0,3,3539.253539253539
927,Thanisandra,1142.0,2,0,43.415,2,3801.6637478108582
928,Bellandur,4239.0,5,2,423.0,5,9978.768577494691
929,Konanakunte,884.0,1,0,58.0,2,6561.085972850678
930,Hosa Road,1045.0,2,1,98.89,2,9463.157894736842
931,Marathahalli,1019.0,2,2,49.86,2,4893.032384690873
932,Ambedkar Nagar,1935.0,4,2,130.0,3,6718.3462532299745
933,Uttarahalli,1135.0,2,2,39.73,3,3500.440528634361
934,Lakshminarayana Pura,1680.0,3,2,150.0,3,8928.57142857143
935,Hebbal,2470.0,5,2,247.0,4,10000.0
936,1st Phase JP Nagar,2825.0,4,3,250.0,4,8849.557522123894
939,Ramamurthy Nagar,1800.0,4,3,187.0,5,10388.888888888889
940,Kasavanhalli,1799.0,3,3,90.0,3,5002.77932184547
941,Whitefield,4348.0,4,3,304.0,4,6991.720331186752
943,Kundalahalli,1047.0,2,1,82.0,2,7831.900668576886
944,other,1282.0,2,2,87.0,2,6786.271450858035
945,NGR Layout,1020.0,2,1,45.9,2,4500.0
947,Whitefield,1495.0,2,1,79.5,2,5317.725752508361
948,Kasavanhalli,3260.0,4,1,240.0,4,7361.963190184049
949,other,1611.0,2,2,64.44,3,4000.0
951,other,1500.0,2,2,95.0,3,6333.333333333333
952,Sahakara Nagar,1500.0,2,2,95.0,3,6333.333333333333
953,Yelahanka,3206.0,5,3,270.0,4,8421.70929507174
955,Hosa Road,1639.0,3,1,80.0,3,4881.0250152532035
956,Marathahalli,700.0,4,3,72.0,4,10285.714285714286
957,Raja Rajeshwari Nagar,1303.0,2,2,55.79,2,4281.657712970069
958,Koramangala,1005.0,1,1,110.0,2,10945.273631840795
962,other,1300.0,1,1,115.0,2,8846.153846153846
963,Brookefield,1440.0,2,3,68.0,3,4722.222222222223
964,Seegehalli,901.0,2,1,35.14,2,3900.110987791343
966,Sarjapur,900.0,2,1,42.0,3,4666.666666666667
967,BEML Layout,1060.0,2,1,55.0,2,5188.679245283019
968,NGR Layout,1020.0,2,1,48.45,2,4750.0
969,Varthur,1535.0,3,2,65.99,3,4299.022801302931
970,other,530.0,1,1,20.0,1,3773.5849056603774
971,Haralur Road,1464.0,3,2,56.0,3,3825.136612021858
972,other,1350.0,2,3,80.0,2,5925.925925925926
973,Sarjapur  Road,1115.0,2,2,50.0,2,4484.304932735426
974,Uttarahalli,1175.0,2,2,47.0,2,4000.0
975,Whitefield,1113.0,2,1,62.0,2,5570.530098831986
978,other,650.0,2,0,42.0,2,6461.538461538462
979,Marathahalli,1325.0,2,2,71.55,2,5400.0
981,Jakkur,1396.0,2,1,86.51,3,6196.991404011461
982,Rachenahalli,1050.0,2,2,52.07,2,4959.047619047619
983,Thanisandra,1825.0,3,2,100.0,3,5479.45205479452
984,7th Phase JP Nagar,1190.0,2,1,49.98,2,4200.0
985,Marathahalli,1220.0,2,1,56.5,2,4631.147540983607
986,NRI Layout,1565.0,2,2,75.0,3,4792.332268370607
987,Hennur Road,1891.0,3,1,109.0,3,5764.1459545214175
989,Hosa Road,1161.0,2,1,55.15,2,4750.215331610681
991,other,2400.0,6,3,125.0,8,5208.333333333333
993,Yeshwanthpur,665.0,1,1,36.85,1,5541.353383458647
994,Mysore Road,1175.0,2,1,73.5,2,6255.31914893617
995,Hoodi,1425.0,2,2,80.0,2,5614.035087719299
997,other,1200.0,3,1,56.12,3,4676.666666666667
998,Somasundara Palya,1255.0,2,2,67.0,2,5338.645418326693
999,Hegde Nagar,2112.95,4,2,145.0,3,6862.443503159091
1000,Raja Rajeshwari Nagar,600.0,1,1,22.0,1,3666.6666666666665
1001,Haralur Road,1810.0,3,2,100.0,3,5524.861878453039
1002,Indira Nagar,1200.0,2,2,93.0,2,7750.0
1003,Harlur,1033.0,2,2,49.0,2,4743.465634075508
1004,other,1548.0,3,2,89.5,3,5781.6537467700255
1005,Horamavu Banaswadi,1611.0,3,3,66.0,3,4096.83426443203
1007,Vidyaranyapura,1485.0,2,2,67.0,3,4511.784511784512
1009,Pattandur Agrahara,1025.0,2,1,44.5,2,4341.463414634146
1010,other,600.0,3,2,65.0,4,10833.333333333334
1011,other,1225.0,2,1,53.0,2,4326.530612244898
1012,5th Phase JP Nagar,1256.0,2,1,62.8,2,5000.0
1013,Whitefield,2268.0,3,2,163.0,4,7186.94885361552
1014,Kanakpura Road,1100.0,3,2,53.0,3,4818.181818181818
1015,other,1141.0,2,0,62.0,2,5433.829973707274
1017,Chandapura,1400.0,2,0,60.0,2,4285.714285714285
1021,other,1175.0,2,2,48.27,2,4108.085106382979
1022,Sahakara Nagar,1100.0,2,1,56.0,2,5090.909090909091
1023,Kanakpura Road,1843.0,3,2,95.84,3,5200.217037438958
1025,Horamavu Banaswadi,1460.0,2,1,80.5,2,5513.698630136986
1026,Rachenahalli,1530.0,2,2,74.5,3,4869.281045751634
1027,HSR Layout,1467.0,2,1,55.0,2,3749.147920927062
1028,other,950.0,1,1,40.0,1,4210.526315789473
1029,Vittasandra,1246.0,2,1,64.5,2,5176.565008025682
1030,Kanakapura,711.0,1,1,38.0,1,5344.585091420535
1031,Haralur Road,1194.0,2,2,46.0,2,3852.5963149078725
1033,other,1500.0,5,1,130.0,6,8666.666666666666
1034,Hoodi,1420.0,2,2,75.0,2,5281.69014084507
1035,Kathriguppe,1250.0,2,1,68.75,3,5500.0
1036,Akshaya Nagar,1280.0,2,1,58.0,2,4531.25
1037,other,1209.0,2,1,50.0,2,4135.6492969396195
1038,other,4200.0,5,2,225.0,5,5357.142857142857
1040,Panathur,1315.0,2,1,54.8,3,4167.300380228137
1041,other,1800.0,3,3,90.0,3,5000.0
1042,other,1600.0,4,0,125.0,5,7812.5
1043,TC Palaya,1600.0,2,2,65.0,3,4062.5
1046,Whitefield,1560.0,2,2,72.0,3,4615.384615384615
1047,Brookefield,2169.0,4,2,115.0,3,5301.982480405717
1049,Rachenahalli,1050.0,2,2,55.5,2,5285.714285714285
1050,Iblur Village,3235.0,3,1,235.0,3,7264.296754250387
1051,TC Palaya,1200.0,3,0,66.0,3,5500.0
1052,HSR Layout,1140.0,2,2,46.0,2,4035.0877192982457
1053,7th Phase JP Nagar,1500.0,3,1,170.0,3,11333.333333333334
1054,Horamavu Agara,1560.0,3,2,75.0,3,4807.692307692308
1055,JP Nagar,1100.0,2,2,70.0,2,6363.636363636364
1057,Hebbal,1036.0,2,1,50.0,2,4826.254826254826
1058,Akshaya Nagar,1662.0,3,3,85.1,3,5120.336943441636
1059,Yelachenahalli,1464.0,2,3,105.0,3,7172.131147540984
1060,Yelahanka,1234.0,2,2,80.0,2,6482.982171799027
1061,Sarjapur  Road,1403.0,3,1,55.0,3,3920.1710620099784
1062,other,915.0,4,1,54.9,4,6000.0
1064,Seegehalli,1150.0,2,2,42.9,3,3730.4347826086955
1065,Hebbal,3900.0,4,2,410.0,4,10512.820512820514
1066,Yeshwanthpur,850.0,4,2,90.0,5,10588.235294117647
1067,Kanakapura,929.0,2,1,46.0,2,4951.560818083961
1069,TC Palaya,1350.0,2,1,75.0,3,5555.555555555556
1070,other,1135.0,2,1,39.73,2,3500.440528634361
1071,other,1405.0,2,2,70.0,2,4982.20640569395
1072,Whitefield,1200.0,2,1,45.84,2,3820.0
1073,Haralur Road,2805.0,4,3,154.0,4,5490.196078431372
1074,Yeshwanthpur,1161.0,2,2,64.08,2,5519.37984496124
1075,Kanakpura Road,1290.0,2,3,74.0,2,5736.434108527132
